,AUTOR,TITULO,LETRA
10,Maluma,Felices los 4 by Maluma,"maluma baby apenas sale el sol y tú te vas corriendo sé que pensarás que esto me está doliendo yo no estoy pensando en lo que estás haciendo si somos ajenos y así nos queremos (mm-mm-mm) si conmigo te quedas, o con otro tú te vas no me importa un carajo porque sé que volverás si conmigo te quedas, o con otro tú te vas no me importa un carajo porque sé que volverás y si con otro pasas el rato vamo' a ser feliz, vamo' a ser feliz, felices los 4 te agrandamo' el cuarto y si con otro pasas el rato vamo' a ser feliz, vamo' a ser feliz, felices los 4 yo te acepto el trato y lo hacemo' otro rato y lo hacemo' otro rato y lo hacemo' otro rato y lo hacemo' otro rato (alright-alright, baby) y lo hacemo' otro rato lo nuestro no depende de un pacto disfruta y sólo siente el impacto el boom boom que te quema, ese cuerpo de sirena tranquila que no creo en contratos (y tú menos...) y siempre que se va, regresa a mí, y felices los 4 no importa el qué dirán, nos gusta así (te agrandamos el cuarto, baby) y siempre que se va, regresa a mí, y felices los 4 no importa el qué dirán, somos tal para cual y si con otro pasas el rato vamo' a ser feliz, vamo' a ser feliz, felices los 4 te agrandamos el cuarto y si con otro pasas el rato vamo' a ser feliz, vamo' a ser feliz, felices los 4 yo te acepto el trato y lo hacemo' otro rato y lo hacemo' otro rato y lo hacemo' otro rato y lo hacemo' otro rato si conmigo te quedas, o con otro tú te vas no me importa un carajo porque sé que volverás si conmigo te quedas, o con otro tú te vas (a-as) no me importa un carajo porque sé que volverás y si con otro pasas el rato vamo' a ser feliz, vamo' a ser feliz, felices los 4 te agrandamo' el cuarto y si con otro pasas el rato vamo' a ser feliz, vamo' a ser feliz, felices los 4 yo te acepto el trato y lo hacemo' otro rato y lo hacemo' otro rato y lo hacemo' otro rato y lo hacemo' otro rato (y siempre que se va, regresa a mí) maluma baby (no importa el qué dirán, nos gusta así) kevin adg, chan el genio, rudeboyz (y siempre que se va, regresa a mí) el código secreto, baby (no importa el que dirán (ily wonder) somos tal para cual) así lo quiso el destino mami muah"
11,Maluma,Corazón by Maluma (Ft. Nego do Borel),"alrighty right, baby tú me partiste el corazón (maluma, baby) pero mi amor no hay problema, no, no (rudeboyz) ahora puedo regalar, un pedacito a cada nena sólo un pedacito tú me partiste el corazón (ay mi corazón) pero mi amor no hay problema, no, no ahora puedo regalar (ya que, ya que), un pedacito a cada nena sólo un pedacito ya no vengas más con esos cuentos mami si desde el principio siempre estuve pa' ti nunca me avisaron cuál era el problema te gusta estar rodando por camas ajena ahora me tocó a mí cambiar el sistema andar con gatas nuevas, repartir el corazón sin tanta pena, ahora te digo goodbye muito obrigado, pa' ti ya no hay uooh uooh uohh, uooh uooh uohh no tengo miedo de decir adiós yo quiero repartir meu coração uooh uooh uohh, uooh uooh uohh ahora te digo goodbye muito obrigado, pa' ti ya no hay (maluma, baby) você partiu meu coração (ai, meu coração) mas meu amor, não tem problema, não, não que agora vai sobrar então (o quê? o quê?) un pedacito a cada nena sólo un pedacito se eu não guardo nem dinheiro quem dirá guardar rancor você vacilou primeiro nosso caso acabou uooh uooh uohh, uooh uooh uohh no tengo miedo de decir adiós yo quiero repartir meu coração uooh uooh uohh, uooh uooh uohh ahora te digo goodbye muito obrigado, pa' ti ya no hay tú me partiste el corazón (ay mi corazón) pero mi amor no hay problema, no, no ahora puedo regalar (ya que, ya que), un pedacito a cada nena sólo un pedacito tchau tchau eu não sei falar muito bem português mas quero aprender pretty boy, baby dirty boy, baby maluma, baby tú me partiste el corazón (maluma, baby) pero mi amor no hay problema (rudeboyz) sólo un pedacito (maluma, baby)"
12,Maluma,GPS by Maluma (Ft. French Montana),"rudeboyz esto es una historia real, mi amor ily wonder tú sabes que te estoy hablando a ti me ahogo en tus mares, mamacita hoy pienso que ella me ama porque amanezco en su cama van varias noche de eso creo que la matan mis besos siento que puedo nadar flotando entre sus piernas pongo dulce el mar siento que en sus aguas puedo navegar ya llegue a la orilla y no me voy a ahogar yo no necesito un gps pa' llegarte siempre donde estés déjame contarte, yo no vine a amarte sólo vine a darte hasta las 6 yo no necesito un gps pa' llegarte siempre donde estés déjame contarte, yo no vine a amarte sólo vine a darte hasta las 6 seis de la mañana, sé que tienes ganas pero me lo mama me lo mantiene contento en su mente siempre hay malos pensamientos con un beso siempre me roba el aliento entre vinos y esposas, ella es peligrosa en san valentín pide latigo en vez de rosas ella es otra cosa, sabe que es virtuosa no soy fotógrafo pero en mi cámara posa mándame una foto que motive que me vuelva loco y que me active déjame dártelo, yo quiero dártelo parte por parte, voy a secuestrarte, no me digas que no yo no necesito un gps pa' llegarte siempre donde estés déjame contarte, yo no vine a amarte sólo vine a darte hasta las 6 yo no necesito un gps pa' llegarte siempre donde estés déjame contarte, yo no vine a amarte sólo vine a darte hasta las 6 shawty, i'ma take you where there is no navigation pull up to the crib, there's a sticky situation know me, let you cuff her, got her on probation hit me when you miss me, i'ma come for visitation got up in her head now, silk sheets getting head now and only when i'm just takin' off is when we layin' down colombia like tato, hit up capo like i'm chapo drinking blue dot out the bottle, out the case like desperado need no gps, mami, vamo' hacer el sex conmigo, shawty, no stress, do you right hasta las diez mándame una foto que motive que me vuelva loco y que me active déjame dártelo, yo quiero dártelo parte por parte, voy a secuestrarte, no me digas que no yo no necesito un gps pa' llegarte siempre donde estés déjame contarte, yo no vine a amarte sólo vine a darte hasta las 6 yo no necesito un gps pa' llegarte siempre donde estés déjame contarte, yo no vine a amarte sólo vine a darte hasta las 6 alright, alright baby you know what it is when you hear that you know who it is maluma dirty boy, baby montana! maluma!"
13,Maluma,El Préstamo by Maluma,"oiga chan, súbeme un poquito ahí el micrófono le tengo que decir un par de cosas que, ella no quiere escuchar rudeboyz sólo por curiosidad te tengo que preguntar ¿me lo deja' o te lo vas a llevar? (a-ha) no ves que lo tengo que usar contigo y con otras más (jaja) prometí no volverlo a maltratar, oh no (mua) perdona pero tengo mis motivos, ouh-no-no en el juego del amor mucho he perdido (así es) así me convirtió el pasado y prefiero hablarte claro (maluma baby, mua) yo no lo di, yo no lo di, yo lo presté lo más grande que tenía y no lo quieres devolver (maluma, baby) yo no lo di, yo no lo di, yo lo presté (jajajaja) te entregué todo mi amor y no lo quieres devolver (alright, alright) yo no lo di, yo no lo di, yo lo presté (a-ha) lo más grande que tenía y no lo quieres devolver yo no lo di, yo no lo di, yo lo presté (jaja) te entregué todo mi amor y no lo quieres devolver (alright, alright) ¿qué pasó bebé? ¿que te iba a regalar qué? ya llevo varios meses dándote lo que mereces tres por la mañana y por la noche otras dos veces parece que ésto crece y crece ojala no olvides de pagar los intereses no llegaste en el mejor momento si digo lo contrario te estaría mintiendo analizo y lo concluyo cada loco con lo suyo no te quedes sola hombres hay de sobra por qué no te buscas quién te ame y te enamoras no te quedes sola hombres hay de sobra por qué no te buscas quién te ame y te enamoras (maluma baby) yo no lo di, yo no lo di, yo lo presté (jajajaja) lo más grande que tenía y no lo quieres devolver (wuu) yo no lo di, yo no lo di, yo lo presté (rra, rra) te entregué todo mi amor y no lo quieres devolver yo no lo di, yo no lo di, yo lo presté (yo no, yo no) lo más grande que tenía y no lo quieres devolver yo no lo di, yo no lo di, yo lo presté (yo) te entregué todo mi amor y no lo quieres devolver (alright) perdona pero tengo mis motivos, ouh-no-no (tú me entiendes) en el juego del amor mucho he perdido (i'm sorry baby) así me convirtió el pasado y prefiero hablarte claro (maluma baby, mua) yo no lo di, yo no lo di, yo lo presté (jajaja) (alright, alright) lo más grande que tenía y no lo quieres devolver (y esto es f.a.m.e maluma baby) yo no lo di, yo no lo di, yo lo presté (kevin adg y chan el genio rudeboyz) te entregué todo mi amor y no lo quieres devolver (dímelo ha-ash esta es la fórmula parceros jajaja, mua)"
14,Maluma,Vitamina by Maluma (Ft. Arcángel),"rudeboyz ily wonder y yo me sé tu secreto, conozco tu cuerpo al cien desde que eras niña y yo era un niño yo a ti te recuerdo bien como yo te beso, no te besa nadie como yo te toco, no he tocado a nadie déjame sentirte, quiero deleitarme en tu habitación déjame sentirte, quiero deleitarme en tu habitación no hay razones pa' que te cohíbas yo sé que tu nene te motiva me dijeron que eres posesiva y que te encantan mi vitamina no hay razones pa' que te cohíbas yo sé que tu nene te motiva me dijeron que eres posesiva y que te tragas la vitamina (que rico mami) hace tiempo que no te veía y por eso me lo presentía que de nuevo cuando yo te viera te iba poner a rezar, un padre nuestro y dos ave maría apaga la luz, cierra bien el cuarto quítate la ropa que esto es un asalto tú quieres mi torre, subirte a lo alto y yo de ti también quiero, a tu pozo me tiro de un salto en tu cuerpo me sumerjo como si yo fuera un buzo tú sabes que a mí me gusta cuando esta linea yo cruzo a tu novio que no invente, o con mucho gusto lo cruzo dile que yo fui el primero que la pieza a ti te puso como yo te beso, no te besa nadie como yo te toco, no he tocado a nadie déjame sentirte, quiero deleitarme en tu habitación no hay razones pa' que te cohíbas yo sé que tu nene te motiva me dijeron que eres posesiva y que te encantan mi vitamina no hay razones pa' que te cohíbas yo sé que tu nene te motiva me dijeron que eres posesiva y que te tragas la vitamina quítate las prendas que voy a prenderte y como un puro voy a consumirte quítate la ropa que voy a meterte y en el jacuzzi yo voy a explorarte tienes la virtud, con exactitud nadie a mí me toca ni me besa como tú tienes la virtud, con exactitud nadie a mí me toca ni me besa como tú no hay razones pa' que te cohíbas yo sé que tu nene te motiva me dijeron que eres posesiva y que te encantan mi vitamina no hay razones pa' que te cohíbas yo sé que tu nene te motiva me dijeron que eres posesiva y que te tragas la vitamina (que rico mami) maluma, baby austin, baby mamacita, no me critiques si te encanta que te hable lindo baby kevin adg chan 'el genio' miky 'la sensa' ily wonder i love you baby como yo te beso no te besa nadie"
15,Maluma,Marinero by Maluma,"oh-oh, oh-oh oh-oh, oh-oh oh-oh, oh-oh eh, yeh que pare de sufrir, eso to' el mundo dice lloro porque tengo cicatrices y dolores en el alma si que me has hecho falta hablo de mis entrañas para ser sincero sé que fui el culpable, por eso te pierdo hablabas, no te escuchaba sólo desnuda era que me gustabas hoy sé, llegó el momento sólo hay ruido en nuestra habitación y silencios que gritan ""adiós"" mientras me dabas tu corazón yo era un marinero buscando amor iba por cada puerto como si nada entre más olas, más naufragaba mientras me dabas tu corazón yo era un marinero buscando amor iba por cada puerto como si nada entre más olas, más naufragaba ieh-ieh, uoh-oh-oh-oh-oh ieh-ieh, oh-oh-oh ieh-ieh, oh-oh aquellos días, que bien los recuerdo tú ya graduada y yo en el colegio tú me ensañaba' cosas que me enamoraban y practicaba con otras cuando no estabas de eso me arrepiento hoy soy un idiota, mi papel fue lastimarte bebo y me arrepiento hoy porque cuando volví al muelle era muy tarde, yeh-yeh hoy sé, llegó el momento sólo hay ruido en nuestra habitación y silencios que gritan ""adiós"" mientras me dabas tu corazón yo era un marinero buscando amor iba por cada puerto como si nada entre más olas, más naufragaba mientras me dabas tu corazón yo era un marinero buscando amor iba por cada puerto como si nada entre más olas, más naufragaba ieh-ieh, uoh-oh-oh-oh-oh ieh-ieh, oh-oh-oh ieh-ieh, oh-oh sin orgullo te dejo saber y algún día lo vas a entender si te dejo volar a otros brazos será por tu bien mientras me dabas tu corazón yo era un marinero buscando amor iba por cada puerto como si nada entre más olas, más naufragaba mientras me dabas tu corazón yo era un marinero buscando amor iba por cada puerto como si nada entre más olas, más naufragaba eh, yeh"
16,Maluma,Mala Mía by Maluma,"maluma, baby (uhh) yeah me besé a tu novia, mala mía me pasé de trago', mala mía me cagué en el party, mala mía siempre he sido así, todo' ustede' lo sabían así es mi vida es sólo mía tú no la vivas si te molesta, pues mala mía así es mi vida, es sólo mía no importa lo que digas (yo') en el fondo me quieren y por eso me imitan esa vez en el party te encontré (auh) no sabía que venía' con él (auh) te me pusiste terca, me abriste la puerta tu novio se descuida y ahí entré (auh) aquí estoy yo-yo, para darte lo que tú quieras, bebé aquí estoy yo-yo, mala mía si te tumbé el plan con él aquí estoy yo-yo, para darte lo que tú quieras, bebé aquí estoy yo-yo, dame tu número pa' volverte a ver (yeh, yeh) me besé a tu novia, mala mía me pasé de trago', mala mía me cagué en el party, mala mía siempre he sido así, todo' ustede' lo sabían así es mi vida (auh) es sólo mía (auh) tú no la vivas si te molesta, pues mala mía así es mi vida (auh) es sólo mía (auh) no importa lo que digas en el fondo me quieren y por eso me imitan aquí estoy yo, yo, para darte lo que tú quieras, bebé aquí estoy yo, yo, mala mía si te tumbé el plan con él aquí estoy yo, yo, para darte lo que tú quieras, bebé aquí estoy yo, yo, dame tu número pa' volverte a ver (yeh, yeh) mala mía mala mía (jaja) mala mía siempre he sido así, todo' ustede' lo sabían así es mi vida es sólo mía tú no la vivas si te molesta, pues mala mía así es mi vida (auh) es sólo mía (auh) no importa lo que digas en el fondo me quieren y por eso me imitan la gente sigue criticando y criticando, pero creemos que todo eso es mentira. a eso le llaman pura envidia uy en el fondo me quieren y por eso me imitan"
17,Maluma,23 by Maluma,"unos me lo maman, otros me difaman mientras las gatas me pagan pa' hacerles conciertos privados en su cama hablan de mí, buscando fama eso tiene un precio, llamen a walter a ver si cuadra están enamorados de mí, de mí están asustados desde que salí tranquilo papi seguiré así si con 23 el culo les partí, no los dejare dormir están enamorados de mí, de mí están asustados desde que salí tranquilo papi seguiré así si con 23 el culo les partí, no los dejare dormir no me gane un premio y sobran conciertos seamos sinceros, vamos a lo cierto ¿qué hacen sold out?, eso es incierto ¿tú vendes copias?, si están en descuento mucho carro y mucho bling bling bling y del banco siempre suena el ring ring paga tu leasing, que estás atrasado te lo advirtieron, no gastes más de lo adelantado mucho carro y mucho bling bling bling y del banco siempre suena el ring ring paga tu leasing, que estás atrasado te lo advirtieron, no gastes más de lo adelantado hey mr. londoño, i'm just calling you because i wanna let you know that your credit card is unlimited you can spend as you want los medios me usan, buscando rating pero ando en canarias con mis cuatro babys buscando inspiration pa' romper los rankings lo mío lo hice yo y no es de papi están enamorados de mí, de mí están asustados desde que salí tranquilo papi seguiré así si con 23 el culo les partí, no los dejare dormir están enamorados de mí, de mí están asustados desde que salí tranquilo papi seguiré así si con 23 el culo les partí, no los dejare dormir mucho carro, mucho bling bling bling mucho carro, mucho bling bling bling mucho carro, mucho bling bling bling y del banco siempre suena el ring ring alright, alright no te lo tomes personal al que le caiga el guante, que aguante aquí no está hablando maluma aquí está hablando juan luis pueden llamar a la oficina, lo que quieran, si tienen quejas ahí les van a contestar, mua the colombians rudeboyz"
18,Maluma,"Cuatro Babys by Maluma (Ft. Bryant Myers, Juhn & Noriel)","ya no sé qué hacer no sé con cuál quedarme todas saben en la cama maltratarme me tienen bien. de sexo, me tienen bien estoy enamorado de 4 babys, siempre me dan lo que quiero chingan cuando yo les digo, ninguna me pone pero dos son casadas, hay una soltera la otra medio psycho y si no la llamo se desespera estoy enamorado de 4 babys, siempre me dan lo que quiero chingan cuando yo les digo, ninguna me pone pero dos son casadas, hay una soltera la otra medio psycho y si no la llamo se desespera la primera se desespera se encojona si se lo echo afuera la segunda tiene la funda y me paga pa' que se lo hunda la tercera me quita el estrés polvo corridos siempre echamos tres a la cuarta de una, le bajo la luna pero ella quiere con maluma y conmigo a la vez estoy enamorado de las cuatro siempre las busco después de las cuatro a las cuatro les encanta en cuatro y yo nunca fallo como el 24 de los lakers siempre es la gorra de chingar ninguna se enzorra estoy metio' en un lío, y hasta confundio' porque ninguna de mi mente se borra me pongo las gafas cartier, saliendo del aeropuerto vestio' giuseppe , zapatos en piel tú tienes todas mis cuentas de banco y el número de la mastercard tú eres mi mujer oficial, me tiene enamorado ese culote con ese pelo rubio pero tengo otra pelinegra que siempre quiere chichar a veces hasta le llega al estudio la pelirroja chichando es la más que se moja la encojona que me llame y no lo coja peleamos y me bota la ropa y tengo que llamar a cotorra pa' que la recoja tengo una chiquitita nalgona con el pelo corto me dice papi vente adentro, si me preña bryant myers estoy enamorado de 4 babys, siempre me dan lo que quiero chingan cuando yo les digo, ninguna me pone pero dos son casadas, hay una soltera la otra medio psycho y si no la llamo se desespera estoy enamorado de 4 babys, siempre me dan lo que quiero chingan cuando yo les digo, ninguna me pone pero dos son casadas, hay una soltera la otra medio psycho y si no la llamo se desespera y estoy metío en un lío a todas yo quiero darle me tienen bien confundío ya no sé ni con cuál quedarme y es que todas maman bien todas me los hacen bien todas quieren chingarme encima de billetes de cien me tienen en un patín comprando en san valentín ya me salieron más caras que un reloj de ulysse nardin es que las babys están dura y ninguna de la' cuatro se ha hecho completa dos tienen maridos y ninguna de las dos al marido respetan cuatro chimbitas, cuatro personalidades dos me hablan bonito, dos dicen maldades diferentes nacionalidades pero cuando chingan gritan todas por iguales quiere que la lleve pal medallo quiere que la monte en carro del año que a una la coja, a la otra la apriete y a las otras dos les dé juntas en el baño digan qué más quieren hacer el dirty las va a entretener en la casa gigante, hay un party en el yate que él quiere tener no sé si me entiendes, bebé estoy enamorado de 4 babys, siempre me dan lo que quiero chingan cuando yo les digo, ninguna me pone pero dos son casadas, hay una soltera la otra medio psycho y si no la llamo se desespera estoy enamorado de 4 babys, siempre me dan lo que quiero chingan cuando yo les digo, ninguna me pone pero dos son casadas, hay una soltera la otra medio psycho y si no la llamo se desespera noriel bryant myers dirty boy, maluma versatility, muchachos nosotros somos los capos del trap mr. myers trap cap maluma santana, the golden boy bryant myers dímelo, all star, baby mera juhn dímelo, ganda"
19,Maluma,Borró Cassette by Maluma,"sabemos lo tuyo rudeboyz ayer me besaste y no podías parar y me bailaste hasta el amanecer cuando desperté yo te quise llamar ahora me dice que borró cassette que no se acuerda de esa noche porque ella borró cassette dice que no me conoce y quiero volverla a ver y que los tragos hicieron estrago' en su cabeza ella con cualquiera no se besa quiero que sepa que me interesa y no hay un día que no pare de pensar en su belleza y que los tragos hicieron estrago' en su cabeza ella con cualquiera no se besa quiero que sepa que me interesa y no hay un día que no pare de pensar en su belleza te dije mami, tómate un trago y cuando te emborrache' pa' mi casa nos vamos me sorprendió cuando sacaste ese cigarro tomaste tanto que lo has olvidado y tranquila ma', no pasa na' enloqueciste pero más na' pedías a grito que te besara en la escalera y en el sofá y tranquila ma', no pasa na' conozco ya tu debilidad los tragos solos, un par de copas pa' conocerte en la intimidad y tú, mami, como dices que no te acuerdas como mi cuerpo te calienta ven, dímelo en la cara y no mientas dejemos de jugar y tú, mami, como dices que no te acuerdas como mi cuerpo te calienta ven, dímelo en la cara y no mientas dejemos de jugar ayer me besaste y no podías parar y me bailaste hasta el amanecer cuando desperté yo te quise llamar ahora me dice que borró cassette que no se acuerda de esa noche porque ella borró cassette dice que no me conoce y quiero volverla a ver y que los tragos hicieron estrago' en su cabeza ella con cualquiera no se besa quiero que sepa que me interesa y no hay un día que no pare de pensar en su belleza y que los tragos hicieron estrago' en su cabeza ella con cualquiera no se besa quiero que sepa que me interesa y no hay un día que no pare de pensar en su belleza te estoy buscando para ver si los repetimos esa noche, que bien lo hicimos entre tragos nos desvestimos las botellas que nos tomamos a la locura que nos llevaron fue mucho lo que vacilamos imposible no recordarlo y tú, mami, como dices que no te acuerdas como mi cuerpo te calienta ven, dímelo en la cara y no mientas dejemos de jugar y tú, mami, como dices que no te acuerdas como mi cuerpo te calienta ven, dímelo en la cara y no mientas dejemos de jugar pretty boy, dirty boy, baby (ohh) y yo soy maluma, baby, ohh-no (jajaja) (rudeboyz) kevin adg y chan el genio rudeboyz bull nene atlantik music ¿qué hubo mi reina? (pretty boy) ¿cómo así que no se acuerda? que hicimos el amor, la pasamos bien ¿y me va a decir que borró cassete? naah"
20,José José,El Triste by José José,que triste fue decirnos adiós cuando nos adorábamos más hasta la golondrina emigró presagiando el final que triste luce todo sin ti los mares de las playas se van se tiñen los colores de gris hoy todo es soledad no se si vuelva a verte después no se que de mi vida será sin el lucero azul de tú ser que no me alumbra ya hoy quiero saborear mi dolor no pido compasión ni piedad la historia de este amor se escribió para la eternidad el triste todos dicen que soy que siempre estoy hablando de ti no saben que pensando en tú amor en tú amor he podido ayudarme a vivir he podido ayudar a vivir hoy quiero saborear mi dolor no pido compasión ni piedad la historia de este amor se escribió para la eternidad el triste todos dicen que soy que siempre estoy hablando de ti no saben que pensando en tú amor en tú amor he podido ayudarme a vivir he podido ayudar a vivir he podido ayudar a vivir
21,José José,Almohada by José José,"amor como el nuestro no hay dos en la vida por más que se busque, por más que se esconda tú duermes conmigo toditas las noches te quedas callada sin ningún reproche por eso te quiero, por eso te adoro eres en mi vida todo mi tesoro a veces regreso borracho de angustia te lleno de besos y caricias mustias pero estás dormida no sientes caricias te abrazo a mi pecho me duermo contigo más luego despierto, tú no estás conmigo sólo está mi almohada a veces te miro callada y ausente y sufro en silencio como tanta gente quisiera gritarte que vuelvas conmigo que si aún estoy vivo sólo es para amarte pero todo pasa y a los sufrimientos como a las palabras se las lleva el viento por eso regreso borracho de angustia te lleno de besos y caricias mustias pero estás dormida no sientes caricias te abrazo a mi pecho me duermo contigo más luego despierto, tú no estás conmigo sólo está mi almohada"
22,José José,Preso by José José,"mira si estoy loco por tu amor que en lugar de huir de ti te pido ayuda mira si me has hecho enloquecer que en lugar de aborrecerte te deseo vamos a decirnos la verdad tú te aprovechas de mi y yo te amo vamos a decirlo de una vez cómo puedes tú ser libre mientras yo soy preso de la cárcel de tus besos de tu forma de hacer eso a lo que llamas amor preso, abrazando tu cadenas condenado a lo que quieras y hasta que quieras amor mira si estoy tonto de verdad que pienso que si obras mal es culpa mía mira si me has hecho no ser yo que en lugar de hacerte daño te protejo vamos a decirnos la verdad si te pudiera borrar te borraría vamos a decirlo de una vez tú me tratas como quieres por que yo soy preso de la cárcel de tus besos de tu forma se hacer eso a lo que llamas amor preso, abrazando tu cadenas condenado a lo que quieras y hasta que quieras amor preso de la cárcel de tus besos de tu forma de hacer eso a lo que llama amor preso, abrazando tu cadenas condenado a lo que quieras y hasta que quieras amor"
23,José José,El Amar Y El Querer by José José,"casi todos sabemos querer pero pocos sabemos amar y es que amar y querer no es igual amar es sufrir, querer es gozar el que ama pretende servir el que ama su vida la da y el que quiere pretende vivir y nunca sufrir, y nunca sufrir el que ama no puede pensar todo lo da, todo lo da el que quiere pretende olvidar y nunca llorar, y nunca llorar el querer pronto puede acabar el amor no conoce el final es que todos sabemos querer pero pocos sabemos amar el amar es la cielo y la luz el amar es total plenitud es el mar que no tiene final es la gloria y la paz, es la gloria y la paz el querer es la carne y la flor es buscar el obscuro rincón es morder, arañar y besar es deseo fugaz, es deseo fugaz el que ama no puede pensar todo lo da, todo lo da el que quiere pretende olvidar y nunca llorar, y nunca llorar el querer pronto puede acabar el amor no conoce el final es que todos sabemos querer pero pocos sabemos amar el que ama no puede pensar todo lo da, todo lo da el que quiere pretende olvidar y nunca llorar, y nunca llorar el querer pronto puede acabar el amor no conoce el final es que todos sabemos querer pero pocos sabemos amar"
24,José José,Lo Pasado Pasado by José José,"ya lo pasado pasado no me interesa si antes sufrí y lloré todo quedó en el ayer ya olvidé ya olvidé ya olvidé tengo en la vida por quien vivir amo y me aman ya nunca más estaré solo y triste otra vez es el ayer ya olvidé pido un aplauso para el amor que a mi a llegado mil gracias por tanto y tonto amor vivo enamorado, hoy me he enamorado qué feliz estoy ya todo he olvidado y a todo el pasado ya le dije adiós ya olvidé ya olvidé ya olvidé pido un aplauso para el amor que a mi a llegado mil gracias por tanto y tonto amor vivo enamorado, hoy me he enamorado qué feliz estoy ya todo he olvidado a todo el pasado ya le dije adios"
25,José José,Lo Dudo by José José,"anda y ve, te está esperando anda y ve, no lo hagas por mí que al fin y al cabo somos sólo amigos anda y ve, te veo nerviosa anda y ve, y que sientas con él lo que en su día tú sentías conmigo pero lo dudo conmigo te mecías en el aire volabas en caballo blanco el mundo y aquellas cosas no podrán volver y es que lo dudo porque hasta veces me has llorado por un beso llorando de alegría y no de miedo y dudo que te pase igual con él igual con él anda y ve, te está esperando anda y ve, no lo hagas por mí que al fin y al cabo somos sólo amigos anda y ve, te veo nerviosa anda y ve, y que sientas con él lo que en su día tú sentías conmigo pero lo dudo conmigo te mecías en el aire volabas en caballo blanco el mundo y aquellas cosas no podrán volver y es que lo dudo porque hasta veces me has llorado por un beso llorando de alegría y no de miedo y dudo que te pase igual con él pero lo dudo, conmigo te mecías en el aire, volabas en caballo blanco el mundo y aquellas cosas no podrán volver pero lo dudo conmigo te mecías en el aire volabas en caballo blanco el mundo y aquellas cosas no podrán volver y es que lo dudo porque hasta veces me has llorado por un beso llorando de alegría y no de miedo y dudo que te pase igual con él"
26,José José,Amnesia by José José,"usted me cuenta que nosotros dos fuimos amantes y que llegamos juntos a vivir algo importante me temo que lo suyo es un error yo estoy desde hace tiempo sin amor y el último que tuve fue un borrón en mi cuaderno usted me cuenta que hasta le rogué que no se fuera y que su adiós dejó a mi corazón sin primavera que anduve por ahí de bar en bar llorando sin podérmela olvidar gastándome la piel en recordar su juramento perdón, no la quisiera lastimar tal vez, lo que me cuenta sea verdad lamento contrariarla pero yo no la recuerdo que anduve por ahí de bar en bar llorando sin podérmela olvidar gastándome la piel en recordar su juramento perdón, no la quisiera lastimar tal vez, lo que me cuenta sea verdad lamento contrariarla pero yo no la recuerdo"
27,José José,El Amor Acaba by José José,porque el alma se vacía como el cántaro en la nube ¡el amor acaba! porque suave se desliza como sombra la caricia ¡el amor acaba! porque el sentimiento es humo y ceniza la palabra ¡el amor acaba! porque el corazón de darse llega un día que se parte ¡el amor acaba! porque se vuelven cadenas lo que fueron cintas blancas ¡el amor acaba! porque llega a ser rutina la caricia mas divina ¡el amor acaba! porque somos como ríos cada instante nueva el agua ¡el amor acaba! porque mueren los deseos por la carne y por el beso ¡el amor acaba! porque el tiempo tiene grietas porque grietas tiene el alma porque nada es para siempre que hasta la belleza cansa ¡el amor acaba! porque el sentimiento es humo y ceniza la palabra ¡el amor acaba! porque el corazón de darse llega un día que se parte ¡el amor acaba! porque se vuelven cadenas lo que fueron cintas blancas ¡el amor acaba! porque llega a ser rutina la caricia mas divina ¡el amor acaba! porque somos como ríos cada instante nueva el agua ¡el amor acaba! porque mueren los deseos por la carne y por el beso ¡el amor acaba! porque el tiempo tiene grietas porque grietas tiene el alma porque nada es para siempre que hasta la belleza cansa ¡el amor acaba!
28,José José,O Tú o Yo by José José,"voy a poner cadenas en ti para que no me engañes para que no te vayas de mí en busca de otro amante voy a cerrar las puertas y así conseguiré guardarte intentaré que seas feliz para que no te escapes lo siento mucho, mujer no quiero perderte estoy amarrado a ti compréndelo, amor no puedo dejarte ir sé que no soy el mejor que soy un fracaso por eso te guardo aquí compréndelo, amor compréndelo y es que la vida es así, o tú o yo y es que la vida es así, o tú o yo y es que la vida es así, o tú o yo y es que compréndelo, amor, o tú o yo voy a intentar que veas en mí al hombre de tus sueños voy a buscar un modo de ser que nunca te dé miedo voy a cerrar las puertas y así conseguiré guardarte intentaré que seas feliz para que no te escapes lo siento mucho, mujer no quiero perderte estoy amarrado a ti compréndelo, amor no puedo dejarte ir sé que no soy el mejor que soy un fracaso por eso te guardo aquí compréndelo, amor compréndelo y es que la vida es así, o tú o yo y es que la vida es así, o tú o yo y es que la vida es así, o tú o yo y es que compréndelo, amor, o tú o yo y es que la vida es así, o tú o yo y es que la vida es así, o tú o yo y es que la vida es así, o tú o yo y es que compréndelo, amor, o tú o yo"
